cleaned_comment,label_manual
anak ingusan juga tahu kalo deforestasi itu buruk kelestarian hutan patut dijaga tapi masalah di dunia nyata kan bukan hanya soal menjaga kelestarian hutan tapi memajukan bangsa mensejahterakan masyarakat ibarat koin dengan dua sisi perkembangan manusia pasti akan menimbulkan kerusakan alam titikmari satukan suara biarkan hutan kalimantan lestari tak tersentuh dengan konsekuensi tidak ada pembangunan soal masyarakatnya miskin dan terbelakang ya sebodo amat itu konsekuensinya atau mari bangun kalimantan dengan mengorbankan alam sementara suatu saat nanti setelah maju dan sejahtera dan punya uang manusia secara naluri akan berpikir tentang kelestarian alam dan perlahan memperbaiki dan menerapkan system yg lebih ramah lingkungan lihat eropa apa mereka selalu bersih dan menjaga alam wkwkwkwk kagak justru mereka inilah penyebab bumi hancur setelah ratusan tahun membabat alamnya sendiri dan juga alam di negara lain lewat penjajahan dan sekarang mereka punya duit untuk berlagak suci pongah dengan system dan teknologi yg mereka ciptakan yang terlalu mahal untuk diterapkan di negara berkembang manapun di dunia termasuk indonesia ingat ga semua negara akan menjadi negara maju sampe kapanpun banyak yg akan stuck tertahan jadi sapi perah negara lain yg lebih maju apakah itu indonesia bisa jadi kalo terlalu nurutin apapun idealisme negara barat,1.0
lihat nasib india vs cina india yg dulu lebih kaya sekarang ga ada apa apanya dibanding cina itulah akibat terlalu lembek dan nurut apapun perintah negara lain,1.0
banjir di mana2 yang disalahin hujan,0.0
jangan terlalu banyak omong ntar salah ngomong bisa kena pidana iteingat sebagai rakyat nurut saja otoriter berkedok demokrasi,1.0
sekalian dibuka aja perusahaan2 dan elite2 pemilik konsensi tsb paling orangnya itu2 aja,0.0
kekayaan alam negeri ini dijual cuma2 utk segelintir makhluk tamak harta,0.0
saya berharap perusahaan tambang dan sawit bangkrut,1.0
emang tujuan awal gitu jangan heran,1.0
fix ini mah diserang abis budzer rp,1.0
bagaimana deforesasi untuk transmigrasi,1.0
dulu klo mau kerumah kluarga bisa sampe 67 jam sekitar tahun 20102015 an sekarang bisa smpe 45 jam doang terus dulu sepinggiran jalan rays itu kebanyakan hutan sekarang udh hampir semua pinggir jalan di kalimantan di isi oleh kebun sawit kebun karet amp ada juga pertambanganinfo lokasi banjarbaru batulicin 20102015,0.0
saya warga asli kalimantan aku ga pernah merasakan banjir lama banjir besar dari kecil tapi beberapa tahun terakhir banjir tinggi sampe menenggelam kn rumah dulu ga pernah kaya gini,0.0
jangan diam lawan dan konservasi,1.0
pembangunan tu bagus malah akan mudah di dilhat spt malaysia tu ke pelosok tahu siapa yang melakukan pembalakan kalau aksesnya sulit mudah kecolongan ilegal loging dan pemwrintah pusat lebih dekat dengan hutan kalimantan,0.0
puluhan tahun cuma buat cari duid masalah ini sama bule realisasinya ngak ada seandainya ada pun uang yang cair cuma 1,1.0
rezim itu ngertinya cuan,1.0
gini amat jadi wni,0.0
hutan di rusak oleh rezim s1 kehutanan ugm pulamasih yakin dg pdip di 2024 ingat klw ganjar sampai saat ini yg ketahuan yg katanya se jalan dg jkw tolong jgn pilih ganjar krn kaya jkw deh,0.0
halah dari dulu juga kalimantan sering banjir jangan bangga kalo di sebut paruparu duania tapi negaraquot maju mana pernah memikirkan paruquotdunia mereka malah lebih gila merusak alam kalian sangat bodoh menghujat negara sendiri untuk memanfaatkan negarax sendiri tapi diam ketika negara lain seperti fripot merusak irian sampai sekarang,0.0
bahas juga min gunung emas papua di jual ke amrerika oleh cendana,1.0
perusakan hutanhasil kerja sama penjajah berambut hitam dgn kerajaan luar angkasa,0.0
hutan amazon kalimantan sudah diforestisasi demi ekonomi,0.0
kasihan warga kalimantanmiskin warganyaderita pulak hutannya dihabisiselamat yakudah resiko bergabung sama indonesia,0.0
hutan ku rusak langit ku bocor udara yang ku hisap tercemar makanan yang ku makan racun,0.0
ayok free child,1.0
agateslate7939 ayok gk punya anak,1.0
kalimantan tersiksa menderita selama pulohan tahun disisihkan dari sdm infrastruktur dan pembangunan padahal selain hasil kayu kalimantan memiliki kekayaan sumberdaya alam diantaranya minyak dan gas bumi batubara dan berbagai bahan tambang lainnya namun semua hasil kekayaan itu dikeluarkan untuk mengembangkan tanah jawa sebuah diskriminasi yang sangat kejam,0.0
gw selalu bermimpi nunggu orang ada yang bisa ciptain penyakit mematikan orang kaya atau orang miskin kena intinya ngurangin populasi bukan hanya di indonesia tapi di seluruh dunia terlalu banyak manusia terlalu banyak kerusakan yang di ciptakan karena pada dasarnya manusia itu sifat nya serakah tamak akan sesuatu jadi mau gimanapun selama manusia nya banyak kerusakan bakal terus ada,0.0
poison baca statment gw jelas2 mas gw gak pernah nyuruh orang untuk bunuh diri atau merugikan sendiri gw cuman bilang nunggu orang yang bisa ciptain penyakit bukan nyuruh orang untuk bunuh diri atau merugikan diri sendiri,0.0
poison lah ngurangin populasi dengan bunuh diri emang ada statment gua ngurangin populasi dengan bunuh diri pake otaknya lagi yah kalo mau debat biar keliatan pinter statment gw aja lu gak bisa nangkepquot wkwk adakah kata2 gw bunuh diri untuk ngurangin populasi ayo otaknya di pake lagi,0.0
poison apa racunin wkwkwk yang bilang suruh racunin orang2 buat bunuh diri siapa om adakah statment gw nyuruh orang racunin orang buat bunuh diri wkwk kocak tolong lu aja gak bisa jelasin mana statment gw suruh bunuh diri wkwkkw jelas2 point gw bukan nyuruh orang bunuh diri untuk ngurangin populasi adakah statment gw nyuruh orang untuk bunuh diri ada gak bro mana jelasin jangan loncat2 kemana2 dari statement gw kwkwk,0.0
berapa banyak kita menggunakan kertas tisu sehari berapa banyak sering kita menggunakan listrik dan bbm,0.0
berapa tuh bang,1.0
kalau alih ke sumber energi terbaru mau gak tapi harganya lebih mahal dari sumber energi alam,1.0
berapa liter kita gunakan minyak goreng untuk masak,1.0
masih banyak hutan kokhutan sawit,1.0
hhh,1.0
dak apa apa yang penting kan kerja kerja kerja ndak apa2 biar aja ini tim narasi bikin berita,1.0
narasi bisa tahu nggak siapa saja quotraja hutanquot yg makin kaya raya hingga saat ini bagus juga tuh diwawancaraikalau cuma gundul itu blm cukup bumi itu dikeruk cobalah lihat dari atas pesawat yg terbang di atas xmantan berapa banyak danau aneka warna,0.0
mau sebesar apa upayanya gabakal bisa nyelamatin hutan kalimantan karena keserakahan,0.0
sedih nonton beritanya,1.0
pak jokowi adalah nasionalis yang tidak memiliki jiwanya dan tidak memiliki konsep bernegara yang jelas,0.0
ditambah dengan program ikn nanti,1.0
innalillahi wainnailaihi rojiun,0.0
jgn bebani kalimantan dgn paruparu dunia,1.0
mau gak dibebani bagaimana wong emang luasan hutannya termasuk paling gede kok piye kamu ni,0.0
abdurrahmanmuhammadfikrira6994 ok kalau gitu kita gak butuh pendatang yg hanya nongol jadi pengemis kota,0.0
saya orang kalimatan selatan kabupatin tabalong banyak banget tambang elegalyg se enak nya tebang pohon untuk tambang batu bara al hasil hujan seharian banjir di kebupatin tatangga,0.0
kini semakin parah yang kami rasakansetiap hujanbisa dipastikan sungai² meluap dan banjiritu belum dimusim hujan apalagi musim hujan,0.0
betul kalimantan sangat miris lihatlah tambang tambang bagaimana cara mereka kerja beratus ratus di garu tp tidak di baut apa apa jelas lah kalimantan rentan banjir,0.0
jangan lupa kalau ada pemimpin negara yang sekarang sedang obral izin di ikn sampai ratusan tahun hutan kalimantan yang dulu jadi kebanggaan untuk masyarakat adat dan sebagai tempat berbagai satwa liar sekarang sedang diobral,0.0
oh kadrun komen miring,1.0
juliusmartinnahak376 pemuja kolor,1.0
hahahahhaahahahahamentri kehutanan dan lingkungan hidup kemana yayuk jadikan salah satu atau dua pulau atau bahkan 10pulau hutan lindung diindonesia,0.0
lah pemerintah daerah dan wakil rakyat hasil pemilu di kalimantan bijimana,1.0
pemerintahlah pelaku utamanya yg memberikan ijin perkebunan dan pertambanganujung2 yg di salahkan masyrakat juga padahal pemerintah secara sadar yg merusak kawasan hutandegan skala besar,0.0
eropa dan negara2 industrialis kapitalis enak banget merka yg jor2an buat gas emisi industri selama ratusan tahun kita yg di kalimantan disuruh menyimpan karbon nya ktimbanf hancur ya hancurkan sklian ni bumi,0.0
suka banget sama narasi yang ngenalin narasumber nya siapa dan pekerjaan nya apa bahkan ditunjukkan juga beberapa paper yang dia teliti sehingga yang menonton tau bahwa ahli yang sedang di dengarkan benarbenar kredibel,0.0
jagan sampai ibu kota pindah banjir nya juga pindah,0.0
pak minta tolong itu tambang batu bara kan merusak hutan,0.0
mbok yo orang2 rakus atas nama ekonomi harus di hukum matiselalu merusak saja kelakuanyaaseng ini jiwa jiwanya rakus2,0.0
yg hanya peduli soal ngehasilin uang tutup mata sama akibatnya menganying,0.0
nubuat raja putih charles james brooke 1915kumohon dengarkanlah katakataku ini dan ingatlah baikbaikakan tiba saatnya ketika aku sudah tidak disini lagi orang lain akandatang terusmenerus dengan senyum dan kelemahlembutan untuk merampas apa yang sesungguhnya hakmu yakni tanah dimana kamu tinggal sumber penghasilanmu dan bahkan makanan yang ada di mulutmukalian akan kehilangan hak kalian yang turuntemurun dirampas oleh orang asing dan para spekulan yang pada gilirannya akan menjadi para tuan dan pemilik sedangkan kalian hai anakanak negeri ini akan disingkirkan dan tidak akan menjadi apapun kecuali menjadi para kuli dan orang buangan di pulau inicharles james brooke the white rajah of sarawak 1915,0.0
turunnya harga cpo dan terjadinya pandemi c19 menjadi quotmomentumquot terbitnya aturan minerba dalam uu cipta kerja,1.0
hutan ku rusaklangit ku bocorudara yang ku hirupracunair ku tercemarhijauhijauhijau kutinggal kenangan,0.0
peduli apa naruto sebagai mantan tukang mebel masalah deforestasi hutan di konoha orang investor boruto juga kan masih ruang lingkup si pembakar hutan,0.0
pemimpinnya loyooo,1.0
the real keserakahan umat manusia,0.0
positif thinking bukan seluruh umat manusia mungkin hanya segelintir manusia serakah lagi kesurupan iblis yang kebetulan lagi berkuasa,0.0
dan kalian dukung ikn,1.0
pohon di monas di tebang geger 24 jam teriak kenceng pohon di kalimantan di tebang diam membisu dengan alasan pembangunan,0.0
ironi ga sih upaya pemerintah untuk membangun ikn nusantara di kalimantan dengan niatan menghindari bencana alam di jakarta malah ikut serta menimbulkan bencana alam juga di kalimantan itu sama saja memindah pusat kota ditambah membawa dampak buruknya jadi ingat dengan pemenang pkm gft 2022 yang bahas isu ikn dan dampak deforestasi disertai gagasan solutif semoga dipertimbangkan lagi ide cerdas mereka pembuat pkm,0.0
luar biasa pemerintah,1.0
kalau gak ilegal petugas yang kasih ijin dengan mudahnya yang pastinya kasih duit lah 2 milyar behh apa apa jadi lancar yang ilegal jadi legal enak bener ya,1.0
semua demi cuan,0.0
jokowi pengrusak hutan makan tuh investasi,0.0
soeharto dan sby tidak pernah merusak hutan apa,0.0
dayak kalimantan apa kalian tidak tergerak dengan langkah teman teman opm,1.0
mereka masih punya jiwa nasionalisme yg tinggi,0.0
yang nanam era bapak sby ehhh yang manen tukang kayu,0.0
iseng buka maps riau ternyata kebun sawit nya amat sangat luas,0.0
sebagai orang kalimantan mengsedih,0.0
seberapa banyak hutan yg ditebangdi pulau jawa dan pulau lainya,0.0
dataran tinggi harusnya di larang untuk sawit cukup di dataran yg rendah saja,0.0
di pelajaran sekolah padahal sudah dipelajari masalah menjaga alam tapi entah kenapa saya merasa banyak orang yg punya jabatan tinggi tapi seperti tidak pernah sekolah,0.0
andaikan presidennya dari pdip atau psi maka hutan kalimantan akan terjaga agar tetap asriya kan,0.0
adakah yg memelihara quotkambing hitamquot,1.0
saya,1.0
kalo ada yg senang kalimantan jadi ikn mending pikirin dulu dehgw aja yg di ibukota udah puyengberisikpolusisampah dan kejahatan merajalela,0.0
jangan samain jakarta dengan kalimantan lahpopulasinya aja beda jauh,0.0
klo kejahatan sih gw jamin gak bakalan semasif di jawa bang tapi klo bentrok antar suku gw bisa jamin itu 1000,0.0
justnormalmanintheworldpahamin dulu kata2 gw baru komentemang sapa yg bilang jakarta sama ama kalimantan,0.0
sebatasasumsi bisa jadi bangkaya peristiwa yg dulu ya,0.0
mancing_liar_jakarta lah tadi anda bilang quotgw aja yg udh di ibukota udah puyengberisikpolusisampahdan kejahatan merarelaquot emangnya anda pikir kalimantan kyk ibukota jakarta gitu,0.0
ya sudahhh jangan di ulangi lagi,0.0
di dikte sama negara maju gempur pakai riset dan sejenis di sisi lain ya mereka juga penikmat emisi karbon kalau sekedar masyarakat buka lahan sawit lah wajar mau makan apa ini para koorporasi datangin alat berat dan macam2masyarakat paling punya hak milik lahan sedikit itu tu para bos punya lahan luas2 harusnya yang harus disorot aktif ya mereka lah,0.0
bangun ikn bikin tambang bikin kebun sawit bikin food estae hutan dibabat secara besar2an semakin parak krisis iklim juga kayunya juga lari kemana ya,0.0
aku sudah paham kenapa semakin banyak manusia maka alam akan semakin terbabat makasih narasi atas infonya,1.0
makanya program pemerintah quot2 anak cukupquot itu udah bener tapi banyak yg ga bisa nahan urgensi menambah beba maksud saya jumlah anggota keluarga,0.0
warior1195 ga papa katakan saja manusia menjadi beban lingkungan itu sudah faktanya melihat situasi modern sekarang manusia harus quotpuasaquot agar ekosistem memulihkan diri,0.0
eksonmedia jangan diucapkan secara gamblang bang banyak kaum kaum mudah sakit hati soalnya,0.0
warior1195 banyak populasi kalau gak rakus ya gak akan merusak sedikitpun kalau rakus ya hancur intinya di nafsu kerakusan manusia,0.0
jangan lupa bos kalimantan selatan juga,0.0
nonton video jadi merinding betapa panasnya masa depan akibat ulah tangan manusiamanusia,0.0
makanya yg pintar blm tentu benar apalagi berbuat sesuatu di dorong oleh dan siasat belaka bukan hidayahadri alloh swt,0.0
selamat tinggal orang dayak paling dayak kami hanya bisa memelas sedih saja aku harap kalian selalu sehat anak campuran dayak yang tidak paham akan merusak rumah leluhur kisah ini seperti di film avatar saja,0.0
selamat tinggal jg hutan di tempat mu sana masih syukur hutan kalimantan masih ada coba liat di pulau jawa sana apa hutannya masih seluas hutan di kalimantan atau sdh habis di jadikan lahan perkebunan jg,0.0
edomaja8630sebentar lagi kalimantan akan sama menjadi jakarta setelah ikn jadi,0.0
tradisi masarakat kalimantan buka ladang berpindah tebang hutan sesuka nya udah kena musibah pemerintah yg di salahkan berfikirlah yang rasional,0.0
ladang berpindah sudah dilakukan sejak dahulu tidak hanya di kalimantan ladang berpindah itu sudah dilakukan masyarakat kalimantan oleh masyarakat adat yg mata pencahariannya berladang kalau menebang pohon pun hanya seperlunya karena tanah sungai dan hutan adl 3 elemen penting yg memungkinkan seseorang hidup sbg masyarakat adat tsb coba anda bandingkan kalimantan yg dahulu yg masyarakatnya nomaden dg kalimantan sekarang lebih hijau mana lebih hijau kalimantan yg dahulukah atau yg sekarang dan jika yg anda maksud musibah adl bencana ekologi lalu apa penyebabnya masyarakat adat kalimantan berladang dari membuka lahan hingga panen ada aturan yg harus ditaati lahannya juga tidak luas tidak sampai ribuan hektar sistem perladangan dari masyarakat ini berladang di lahan lain utk memberi kesempatan lahan lama yg nantinya akan mereka ladangi lagi sistem perladangan tsb secara teratur menyebabkan hutan subur berkelanjutan setelah panen ladang ditanami pohon seperti karet rotan buah dll dan lahan tsb akan berubah menjadi hutan kembali bicara mengenai hutan namun tidak anti kemajuan negaranegara maju pun memiliki hutan seperti australia as kanada finlandia dll kita berharap negara indonesia maju sejahtera dan semoga terwujud namun jangan sampai sebaliknya negara belum maju sejahtera dan hutan pun lenyap,0.0
perkuat penegakan hukum kehutanan utk menjagamelindungi serta melestarikan hutan terutama hutan alami hutan lindung hutan suaka alam hutan konservasi hutan adat dan sahkan ruu masyarakat adat,0.0
percuma klian debat ini itudan sbgainya daerah itu cuma nurut sm pusatkalo smpai membantah resikonya nya lebih besarkan kalian sendiri jg yg bilang mendukung pembangunan demi kemajuan bangsa dan negaratoh sekarang sudah terlambatnasi sudah menjadi buburkalo soal tambang warga kalimantan sendiri jg yg menambang,0.0
yuk bisa yuk kembali ke jaman batukita ckup tinggal dihutan berburu sj bila ingin mkan hbis itu tidur indahnya hidup,0.0
ku hancurkan alamku untuk energi masa depan dunia pertambangan,0.0
selqma hokage memimpin konoha ini kalimantan jarang banjir malah jadi langganan banjir,0.0
tenang aja nanti ikn pindah tambah parah kok,0.0
kyknya gk akankarna ikn udah ngambil di daerah yg hutannya sudah habis sejak 2010,0.0
siapp dukung 3 periode,2.0
sudahlah narasi tolong beritanya di sesuaikan dengan prestasi pemerintah ya jangan mengorek2 kekurangan proyek2 pemerintah terus,0.0
yntkts sambil cengengesan,1.0
warga gk makan minyak sawitwarga gk makan hasil tambangtp warga makan dri hasil alamikan sungaikini sdh direnggut pemerintah sendirimeski sdh di renggut dipaksa byar pajakyg akhirnya di korupsi sendiri sma pemerintah jg,0.0
yang demo minyak goreng mahal siapa dan dimana ya,1.0
tapi seperti pisau bermata dua kalo gak buka hutan mata pencaharian masyarakat kebanyakan dari hutan kalo di buka ya resikonya bencana dll,0.0
berau tempat lahir ku dan tempat aku besar,0.0
agak merasa aneh sih saat terjadi global warming serasa indonesia lah paling salahjarangjarang tuh bahas negara yang lebih besar china amerika brazil media menggiring opini seakan indonesia lah paling bersalah dengan cara tidak menampilkan data lengkap seluruh duniaseakanakan jika indonesia berubah maka seluruh dunia akan baikbaik sajasaya yakin ini media independen tapi bijak lah agar tidak dimanfaatkan negara yang lebih besar untuk menutupi kesalahan mereka,0.0
apa yang bisa saya lakukan sebagai pelajar,0.0
pohonnya ditebang tambangnya dikeruk hutan dibakar rakyat sesak nafas terus ditanami sawit oleh konglomerat pas dapat duit disimpan dlm bentuk valuta asing atau simpan di luar negeri sebagian pajak gak masuk kas negara karna sudah bermain dgn aparat pajak sedangkan pegawai pajak byk yg korup terus kapan rakyat dapat makmurnya dapat susah terus iya,0.0
asli,1.0
kepemilikan konsesi itu jangan hanya diberikan ke konglomerat negara harus menjadikannnya sejenis bumn juga biar keuntungannya dapat disetorkan ke kas negara kepemilikannya harus campuran tidak 100 persen swasta pasal 33 bumi air dan segala kekayaan yang terkandung didalamnya dikuasai oleh negara dan dipergunakan untuk sebesar besar kemakmuran rakyat sudah dilanggar disini kata kata dikuasai harus diwujudkan dengan menjadikannya bumn atau campuran karena dengan memiliki perusahaan kehutanan itulah negara dapat dikatakan menguasai rezim yang tidak melakukan hal itu mengkhianati amanat konstitusi,0.0
kritik juga gaboleh,0.0
suharto saja bisa tumbang,0.0
akan terbukti benar salahnya setelah ikn bereskalau beres yg jelas kalimantannya telah hancur,0.0
mungkn jd ky jkrt,0.0
efek nya bukan hanya banjir tetapi mengancam satwa endemik indonesia yaitu orang utan,0.0
jawa nohhh lihat suruh bangun hutannya dah habis hutannya di buat rumah perkomplekan sibuk bahas wilayah org yg luasnya berkali kali dari jawalihat noh penduduk jawa setengah dari pada penduduk indo seharusnya kalian buat narasi lah tentang jawa yg semua hasil tambangnya buat bangun jawa skrng malah ngomporin hutan di tebang wkwkwk lawak ente,0.0
salut sama narasi,0.0
hutan di kalimantan banyak hilang juga karena perluasan pemukiman akibat dari naiknya jumlah penduduk kalimantan yg meningkatkan kebutuhan hunian pemukiman horizontal ini harus benarbenar dibatasi banget kalimantan yg wilayahnya paling aman dari gempa tsunami amp letusan gunung berapi harusnya gencar membangun gedung pencakar langit buat hunian pernyataan ikn tidak boleh membangun gedung tinggi itu adalah pernyataan paling bodoh di alam semesta sebelum ada yg ngebacot quotlifestyle orang indonesia itu ga cocok tinggal di gedung tinggi lebih suka rumah tapak yg punya halaman lebih nyaman bla bla blaquotjustru mindset seperti ini harus segera dihilangkan harus dipaksa masyarakat buat tinggal di hunian vertikal alias gedung2 pencakar langit kasih insentif untuk developer bangun hunian pencakar langit naikkan pajak 100 bagi rumah² yg baru dibangun tahun 2024penduduk indonesia ini terus bertambah hingga 300400 juta jiwa dalam beberapa dekade ke depan mau ga mau harus mau mengubah mindset orang kalimantan harus didorong tinggal di hunian pencakar langit ditambah ibukota negara akan pindah ke kalimantan otomatis arus manusia uang barang juga akan pindah ke kalimantan akan penuh sesak oleh karena itu bangun hunian ke atas bukan membentang luas secara horizontal memakan lahan amp membuka hutan baru hanya untuk pemukiman pemerintah harus tegas larang developer bangun perumahan tapak bangun pencakar langit sebanyakbanyaknya di kalimantan kalimantan pulau paling aman dari gempa ini caranya supaya hutan kalimantan tetap lestari jangan jadi bangsa udik takut sama pencakar langit,0.0
solusi nya kiamat doang boss,0.0
kalimantan adalah paru2 dunia jangan dibangun apa2kami di jawa kan bukan paru2 dunia jadi kami boleh tebang2 bikin mall rumah sakit jalan sekolah industri dllkami udah ga punya hutan jadi kami nyuruh orang lain aja melestarikan hutan merekasajak munafikun,0.0
luar biasa prestasi jokowi,0.0
lah data deforestasi nya sampai tahun 2010 gak fokus ke videonya lu ya,0.0
sandosinabang3812 kyknya dia lagi nyindir pembangunan ikn,0.0
semua juga ikut andil tp yang jadi pertanyaan apakah pemanfaat hutan ini dapat di perlambat,0.0
memang luar biasa jokowi dengan dibangunnya ikn para mafia hutan ngga bisa sembarangan lagi nggundulin hutan,0.0
darahsuci8578 kl udah rusak kalimantan kira2 mau rusak daerah mana lagi ya,0.0
buzzer cuma ribut pohon di monas ditebangpadahal sedang direstorasi saja tapi memuji2 proyek yg merusak paru2 dunia,0.0
lihat baikbaik videonya dodol data deforestasi sampai 2010,0.0
sandosinabang3812 eeeh wajikemang lo bilang ikn dibangun 2010,0.0
dwight4063 siapa yg bahas ikn dodol,0.0
justnormalmanintheworld yoi,0.0
sangat benar sekarang juga muncul cara baru exploitasi hutan besarbesaran di kabupaten ketapang pembuatan hgu hti pohonnya sampai akarnya di ambil,0.0
kak pergi kekalimatan baratdari bandara supadio menuju balai bengkuak perbatasan sanggau dan ketapang itu sekitar 45jam perjalanankakak liat sepanjang jalan dan bukit2 sudah gundul di tanamkan sawit sedangkan kayu nya di kirim keluar kalimantan dan di jualbelikanbanyak yang terlibatini bukan omong kosongkalo tidak percaya cek sendiriyang lebih parahnya warga lokal di pekerjakan namun dengan upah tidak seberapaini benar2 parah,0.0
menangis hati ini,0.0
salah sendiri sdm rendah ya mana bisa dikasih upah tinggi,0.0
kalimantan merdeka,1.0
rakyat disana terlalu semangat pemilu,0.0
firdausfeb5654 jng salahkn sdm rendah tny bgmn pendidikn yg di proleh apakah sama dg pendidikan yg di dpt dg kotaquot besar minta kalimantan sebagai menyumbang oksigen tp kotaquot besar malah merusak membangun gedung tingg dn menyumbang co2 terbnyk,0.0
mengorbankan lingkungan atas nama pembangunan selama uang yang terkumpul terpusat di kantong sebagian kecil orang aka koruptor saja ya ginigini aja nih indonesia,0.0
demi nikmat sesaat berdampak pada lingkungan bukan kah kita harusnya menjaga agar anak cucu kita juga merasakan nikmatnya harusnya bila ada kerusakan segera buat perbaikan hidup selaras dengan semesta bukan kah itu yang diajarkan nenek moyang kita karena segala yang kita butuhkan berasal dari semesta makanan minum pakaian obat dan berbagai perangkat teknologi harusnya semakin pandai manusia semakin canggih teknologi juga selaras semakin baik kita pada lingkungan,0.0
tidak bisa berkomentar apaapa lagi tambang bertebaran pembabatan habishabisan mungkin tidak menunggu lama lagi hutan kalimantan akan hilang,0.0
mungkin indonesia hanya tertinggalnegara2 lain sudah membabat habis hutan di negara mereka untuk dijadikan gedung2,2.0
sedih,0.0
miriskok orang kalimantan pd tepuk tangan ke si jaenudin ngachiro,0.0
terlalu banyak tuntutan buat indonesia sebagai negara berkembangnegara berkembang dengan salah satu negara dengan jumlah penduduk terbanyak di dunia harus mencukupi baik dari pangan sampai gdp yang tinggi untuk mencukupi kebutuhan lainnya disisi lain sebagai negara yg banyak memasok bahan baku dunia di segala sektor untuk meningkatkan gdp dan harus disuruh menjaga hutan paruquot dunia secara cumaquotbukan berarti pemerintah tidak salah tapi emang terlalu berat seandainya negara yg punya hutan dapat kompensasi mungkin hutan gk secepat itu deforestasinya meskipun gak semudah itu,2.0
gk gtu jugaitu semua kembali brpulang ke masalah pilihanmna yg dipilih itu yg trlihat pemerintah condong kmn n trnyata mw orba atopun reformasi ttp sja faktor cuan yg dipilih,0.0
saya kira kamu hanya memahami dari sudut pandang yang terlalu sempit,0.0
ya mo gimana kalo ga mau cuan selain cuan juga ingin indo jadi produsen meskipun masih mentah,0.0
makanya saya bilang para armchair aktivis ini maaf omongannya naif semua anda mau minyak goreng murah ya babat hutan solusinya anda mau ketahanan energi terjaga ya tambang batubara solusinya anda mau perumahan murah lagi buka hutan solusinya lahan untuk tanaman pangan yak betul buka hutan lah semua kalau dikajikaji merusak alam tapi inilah harga yang harus dibayar karena pertumbuhan penduduk tapi kan yang mengelola para oligarki begitulah kata mereka ya udah lu aja yang buka usaha bikin seramah lingkungan seramahramahnya sampai greeinpis dan narasi endorse lu punya usaha lu mau bilang taipan sawit semacam sinar mas atau asian agri sebagai oligarki yang patut dimusnahkan sahsah aja tapi pertanyaanya lu bisa gak buat lebih baik dari mereka,0.0
betul bu sri mulyani pernah bahas ini tuntutan dunia terhadap indonesia terlalu berat,0.0
pemerintah goblok banget membiarkan hutan digunduli hanya untuk keuntungan beberapa milyar yg pasti porsi paling banyak akan masuk saku segelintir orang dan nggak masuk ke pundi2 pemerintah coba saja kerusakan banjir itu dihitung sudah pasti jauh lbh banyak ruginya drpada uang yg dihasilkan ada banyak cara untuk mendapatkan uang dr hutan tanpa deforestasi hanya orang bodoh dan malas yg mengandalkan penebangan hutan sebagai cara mendapatkan penghasilan,0.0
skali skali bahas sumur resapan lah,0.0
dungu ini mimin,0.0
semakin saya tau informasi2 seperti ini semakin saya tidak mengerti apa tujuan manusia hidup di bumi ini,0.0
